subject,subject_sub,bedrooms,size,year_build,comp_fmls,comp_address,comp_B,comp_size,comp_year,market_value,psf,size_diff,comp_DOM
6115466,"Diamond Ridge",4,2168,2014,5988732,"704 Capri Ridge",4,2053,2006,225000,109.60,-115,3
6115466,"Diamond Ridge",4,2168,2014,6032649,"402 Cobalt Valley Lane",4,2054,2002,215000,104.67,-114,25
6115466,"Diamond Ridge",4,2168,2014,6046255,"179 Diamond Ridge Avenue",4,2126,2015,233000,109.60,-42,51
6115466,"Diamond Ridge",4,2168,2014,6076976,"119 Diamond Ridge Avenue",3,2140,2002,225000,105.14,-28,8
6115466,"Diamond Ridge",4,2168,2014,6080251,"159 Diamond Ridge Avenue",4,2168,2014,239000,110.24,0,3
6115466,"Diamond Ridge",4,2168,2014,6116304,"158 Diamond Ridge Avenue",4,2266,2005,250000,110.33,98,12
6115466,"Diamond Ridge",4,2168,2014,6020132,"807 Topaz Valley",4,2298,2007,225000,97.91,130,15
6115466,"Diamond Ridge",4,2168,2014,6041211,"836 Topaz Valley",4,2336,2006,213500,91.40,168,72
6115466,"Diamond Ridge",4,2168,2014,6003645,"237 Diamond Valley Pass",4,2354,2005,234000,99.41,186,13
6115466,"Diamond Ridge",4,2168,2014,6047628,"820 Topaz Valley",4,2472,2007,247000,99.92,304,52
6115466,"Diamond Ridge",4,2168,2014,6014575,"151 Diamond Ridge Avenue",4,2505,2006,235500,94.01,337,8
6117187,"Mountain View",3,1478,2007,6107413,"210 Forest Trace",3,1353,2001,220000,162.60,-125,34
6117187,"Mountain View",3,1478,2007,6097978,"402 Hidden Hills Court",3,1543,2003,215000,139.34,65,85
6117187,"Mountain View",3,1478,2007,6126571,"370 Spring Hill Drive",3,1573,2007,239900,152.51,95,13
6117187,"Mountain View",3,1478,2007,6007438,"159 Mountain Vista Boulevard",3,1635,2003,240000,146.79,157,2
6117187,"Mountain View",3,1478,2007,6112981,"355 Spring Hill Drive",3,1722,2004,237000,137.63,244,34
6117187,"Mountain View",3,1478,2007,6117951,"216 Mountain Vista Boulevard",4,1834,2005,289000,157.58,356,4
6117187,"Mountain View",3,1478,2007,6045233,"194 Mountain Vista Boulevard",5,1873,2005,289900,154.78,395,1
6117187,"Mountain View",3,1478,2007,5940150,"158 Mountain Vista Boulevard",3,1883,2003,239000,126.93,405,65
6117187,"Mountain View",3,1478,2007,6043602,"207 MOUNTAIN VISTA Boulevard",3,1905,2005,225000,118.11,427,17
6117187,"Mountain View",3,1478,2007,6005975,"309 Spring Hill Drive",4,2003,2003,240000,119.82,525,210
6117187,"Mountain View",3,1478,2007,5975002,"203 Mountain Vista Boulevard",4,2046,2007,260000,127.08,568,4
6117187,"Mountain View",3,1478,2007,6116726,"256 Mountain Vista Boulevard",4,2079,2005,259900,125.01,601,4
6117187,"Mountain View",3,1478,2007,6024829,"181 Mountain Vista Boulevard",4,2088,2004,252173,120.77,610,46
6117187,"Mountain View",3,1478,2007,6123539,"315 Cabinwood Trail",4,2089,2004,284900,136.38,611,6
6117187,"Mountain View",3,1478,2007,6101795,"177 Mountain Vista Boulevard",4,2111,2004,275000,130.27,633,9
6117187,"Mountain View",3,1478,2007,6009564,"168 Mountain Vista Boulevard",4,2368,2004,261000,110.22,890,16
6117187,"Mountain View",3,1478,2007,5985913,"217 Forest Trace",4,2450,2002,205000,83.67,972,6
6117187,"Mountain View",3,1478,2007,6086037,"363 Spring Hill Drive",6,2918,2003,280000,95.96,1440,82
6117187,"Mountain View",3,1478,2007,5964630,"300 Cabinwood Trail",4,2973,2003,268000,90.14,1495,4
6117187,"Mountain View",3,1478,2007,6038079,"164 Mountain Vista Boulevard",4,2974,2003,269900,90.75,1496,33
6117187,"Mountain View",3,1478,2007,5973574,"539 Autumn Ridge Drive",4,3000,2002,276000,92.00,1522,53
6117187,"Mountain View",3,1478,2007,6037711,"215 Forest Trace",4,3130,2001,230500,73.64,1652,55
6117187,"Mountain View",3,1478,2007,6077761,"143 Mountain Vista Boulevard",5,3144,2002,220000,69.97,1666,76
6117187,"Mountain View",3,1478,2007,6072864,"362 Spring Hill Drive  Drive",4,3264,2003,285000,87.32,1786,94
6117187,"Mountain View",3,1478,2007,6075225,"505 Autumn Ridge Drive",4,3436,2004,280200,81.55,1958,5
6117187,"Mountain View",3,1478,2007,6005353,"303 Cabinwood Trail",4,3550,2004,272100,76.65,2072,4
6117187,"Mountain View",3,1478,2007,6053360,"320 Cabinwood Trail",5,3735,2004,289900,77.62,2257,70
6117527,"Pembrooke Park",5,2621,2007,6048244,"1335 Worcester Trail",4,2406,2016,210000,87.28,-215,2
6117527,"Pembrooke Park",5,2621,2007,6088728,"1521 Culpepper Lane",4,2737,2008,209000,76.36,116,91
6117527,"Pembrooke Park",5,2621,2007,6056458,"1200 Ithaca Drive",5,2922,2014,233500,79.91,301,15
6117527,"Pembrooke Park",5,2621,2007,6506607,"2133 Dartmouth Court",6,3786,2007,186000,49.13,1165,5
6117600,"Ivey Springs",4,2570,2007,5931902,"2635 Ivey Lace Court",4,2372,2005,234900,99.03,-198,109
6117600,"Ivey Springs",4,2570,2007,6006965,"3677 Vine Springs Trace",4,2420,2007,250000,103.31,-150,17
6117600,"Ivey Springs",4,2570,2007,6077816,"2776 Jubilee Terrace",4,2537,2007,257500,101.50,-33,21
6119043,"Oakleaf Manor",3,1522,2017,5979475,"7515 Volion Parkway Unit#76",4,1724,2007,145900,84.63,202,7
6119043,"Oakleaf Manor",3,1522,2017,5999682,"3454 Oakleaf Pass",4,1724,2007,155000,89.91,202,7
6119214,"Heritage Park of East Point",3,1846,2005,6117302,"4545 Parkway Circle",3,1720,2004,155000,90.12,-126,14
6119214,"Heritage Park of East Point",3,1846,2005,5936613,"360 ESPANA Street",4,1735,2005,158500,91.35,-111,76
6119214,"Heritage Park of East Point",3,1846,2005,6045184,"4583 Parkway Circle",3,1768,2003,160000,90.50,-78,27
6119214,"Heritage Park of East Point",3,1846,2005,6014431,"4576 Parkway Circle",3,1788,2003,157900,88.31,-58,4
6119214,"Heritage Park of East Point",3,1846,2005,6062287,"4697 Highpoint Lane",3,1821,2006,160000,87.86,-25,4
6119214,"Heritage Park of East Point",3,1846,2005,6083546,"4691 Highpoint Lane Unit#111",3,1821,2006,163000,89.51,-25,71
6119214,"Heritage Park of East Point",3,1846,2005,6040593,"4666 Parkway Circle",3,1927,2003,154000,79.92,81,5
6119214,"Heritage Park of East Point",3,1846,2005,6000051,"4337 Ben Hill Road",3,1984,2003,160000,80.65,138,11
6119214,"Heritage Park of East Point",3,1846,2005,5943073,"4578 Parkway Circle",3,2076,2003,157900,76.06,230,56
6119214,"Heritage Park of East Point",3,1846,2005,6005704,"4313 Ben Hill Road",3,2076,2005,150000,72.25,230,1
6119214,"Heritage Park of East Point",3,1846,2005,6093385,"2269 Creel Road",4,2174,2005,154200,70.93,328,2
6119214,"Heritage Park of East Point",3,1846,2005,5959962,"4567 Parkway Circle",3,2208,2004,155000,70.20,362,4
6119214,"Heritage Park of East Point",3,1846,2005,6123988,"210 Armas Place",4,3258,2005,193000,59.24,1412,11
6119214,"Heritage Park of East Point",3,1846,2005,6009057,"2114 Benidorm Court",5,3893,2008,190000,48.81,2047,26
6119738,"Mundy Mill",3,1577,2013,5965199,"4723 Sweetwater Drive",3,1562,2011,185000,118.44,-15,16
6119738,"Mundy Mill",3,1577,2013,6088854,"4631 Summer View Drive",3,1568,2015,218900,139.60,-9,28
6119738,"Mundy Mill",3,1577,2013,5970182,"4548 Sweetwater Drive",3,1568,2016,225000,143.49,-9,61
6119738,"Mundy Mill",3,1577,2013,6017124,"4751 Sweetwater Drive",3,1577,2012,226000,143.31,0,45
6119738,"Mundy Mill",3,1577,2013,5977833,"4823 Coopers Creek Lane",3,1581,2013,212000,134.09,4,27
6119738,"Mundy Mill",3,1577,2013,6078736,"4836 Coopers Creek Lane",3,1585,2013,225000,141.96,8,53
6119738,"Mundy Mill",3,1577,2013,5953144,"4743 SWEETWATER Drive",3,1600,2013,193000,120.63,23,46
6119738,"Mundy Mill",3,1577,2013,6070686,"4232 Weeping Willow",3,1604,2015,196000,122.19,27,128
6119738,"Mundy Mill",3,1577,2013,6036549,"4227 Box Elder Path",3,1604,2015,185000,115.34,27,1
6119738,"Mundy Mill",3,1577,2013,5948162,"4632 SWEETWATER Drive",3,1606,2013,216000,134.50,29,8
6119738,"Mundy Mill",3,1577,2013,6045850,"4154 Box Elder Path",3,1606,2015,195000,121.42,29,14
6119738,"Mundy Mill",3,1577,2013,6049549,"4314 Box Elder Path",3,1606,2015,185000,115.19,29,15
6119738,"Mundy Mill",3,1577,2013,5979234,"4207 Swamp Cypress Trail",3,1656,2014,197500,119.26,79,27
6119738,"Mundy Mill",3,1577,2013,5894747,"4628 Summer View Drive",3,1681,2016,220000,130.87,104,204
6119738,"Mundy Mill",3,1577,2013,5999910,"4603 SummerView Drive",3,1700,2015,222900,131.12,123,16
6119738,"Mundy Mill",3,1577,2013,6023615,"4827 Coopers Creek Lane",4,1782,2013,232000,130.19,205,9
6119738,"Mundy Mill",3,1577,2013,6054338,"4568 Sweetwater Drive",3,1807,2016,222000,122.86,230,34
6119738,"Mundy Mill",3,1577,2013,6023088,"4582 HIDDEN CREEK Drive",4,1853,2016,210000,113.33,276,1
6119738,"Mundy Mill",3,1577,2013,6127667,"4551 Hidden Creek Drive",3,1872,2016,239900,128.15,295,11
6119738,"Mundy Mill",3,1577,2013,5986002,"4686 Summerview Drive",3,1872,2016,234500,125.27,295,19
6119738,"Mundy Mill",3,1577,2013,6117929,"4686 Summerview Drive",3,1872,2016,239900,128.15,295,18
6119738,"Mundy Mill",3,1577,2013,6018851,"4773 Lost Creek Drive",4,1887,2015,235000,124.54,310,2
6119738,"Mundy Mill",3,1577,2013,6507781,"4211 Spruce Trail",3,1898,2014,214900,113.22,321,2
6119738,"Mundy Mill",3,1577,2013,5971759,"4811 Hidden Valley Court",4,1906,2013,223000,117.00,329,170
6119738,"Mundy Mill",3,1577,2013,6034321,"4816 Turtle Cove",3,1917,2014,222000,115.81,340,40
6119738,"Mundy Mill",3,1577,2013,6021291,"4837 Lost Creek Drive",4,1917,2014,235000,122.59,340,8
6119738,"Mundy Mill",3,1577,2013,6089496,"4492 Clubside Drive",3,1944,2015,232000,119.34,367,20
6119738,"Mundy Mill",3,1577,2013,6049250,"4677 Summer View Drive",4,1971,2016,244000,123.80,394,14
6119738,"Mundy Mill",3,1577,2013,5964198,"4211 Swamp Cypress Trail",3,1976,2014,202000,102.23,399,5
6119738,"Mundy Mill",3,1577,2013,6105714,"4211 Swamp Cypress Trail",3,1976,2014,203500,102.99,399,20
6119738,"Mundy Mill",3,1577,2013,6002447,"4221 Weeping Willow Drive",4,2073,2015,205000,98.89,496,61
6119738,"Mundy Mill",3,1577,2013,6116970,"4202 Windscape Way",4,2107,2015,215000,102.04,530,7
6119738,"Mundy Mill",3,1577,2013,6068964,"4437 CLUBSIDE Drive",3,2136,2015,250000,117.04,559,0
6119738,"Mundy Mill",3,1577,2013,5941840,"4441 Clubside Drive",3,2136,2015,239000,111.89,559,32
6119738,"Mundy Mill",3,1577,2013,6063179,"4206 Magnolia Place",4,2157,2013,224900,104.27,580,77
6119738,"Mundy Mill",3,1577,2013,6013491,"4856 Coopers Creek Lane",4,2254,2013,227500,100.93,677,7
6119738,"Mundy Mill",3,1577,2013,5982315,"4945 Cottonwood Trail",3,2444,2007,241000,98.61,867,33
6119738,"Mundy Mill",3,1577,2013,6061891,"4594 BAGWELL Drive",3,2452,2007,195000,79.53,875,33
6119738,"Mundy Mill",3,1577,2013,6056409,"4547 Country Manor Walk",4,2502,2015,247000,98.72,925,13
6119738,"Mundy Mill",3,1577,2013,5985570,"4638 Bagwell Drive",4,2912,2007,245000,84.13,1335,5
6119738,"Mundy Mill",3,1577,2013,6078442,"4699 Hidden Creek Drive",4,3082,2015,277000,89.88,1505,6
6120397,"Lantern Walk",3,1390,2007,6083029,"141 Mount Moriah Road",3,1528,2013,213075,139.45,138,5
6120397,"Lantern Walk",3,1390,2007,5987337,"127 MOUNT MORIAH Road",3,1574,2013,210000,133.42,184,5
6120397,"Lantern Walk",3,1390,2007,6104298,"143 Mount Moriah Road",4,1768,2013,228900,129.47,378,49
6120397,"Lantern Walk",3,1390,2007,6092390,"215 Morningstar Way",3,1863,2006,216000,115.94,473,27
6120397,"Lantern Walk",3,1390,2007,5953586,"170 Mount Moriah Road",4,2111,2015,220000,104.22,721,18
6120397,"Lantern Walk",3,1390,2007,6122588,"209 Morningstar Way",5,2436,2006,265000,108.78,1046,1
6120609,"Legacy at Palmetto Farms",5,2660,2014,5992093,"7490 ABSINTH Drive",4,2522,2010,206000,81.68,-138,15
6120609,"Legacy at Palmetto Farms",5,2660,2014,6063778,"7469 Absinth Drive",5,2640,2010,211000,79.92,-20,42
6120609,"Legacy at Palmetto Farms",5,2660,2014,5973563,"7537 Absinth Drive",5,2640,2010,208000,78.79,-20,46
6120609,"Legacy at Palmetto Farms",5,2660,2014,5954139,"7716 Wrotham Circle",4,2700,2013,184000,68.15,40,2
6120609,"Legacy at Palmetto Farms",5,2660,2014,5968500,"283 Allegrini Drive",4,2746,2008,212500,77.39,86,26
6120609,"Legacy at Palmetto Farms",5,2660,2014,6050586,"7644 Wrotham Circle",4,3107,2014,219400,70.61,447,21
6120609,"Legacy at Palmetto Farms",5,2660,2014,6053807,"7864 Wrotham Circle",5,3334,2009,220000,65.99,674,13
6120609,"Legacy at Palmetto Farms",5,2660,2014,6119458,"3195 Fonseca Pass",5,3336,2013,257000,77.04,676,5
6121671,"The Georgian",4,2270,2005,6070935,"95 WINDSOR Cove",3,2123,2005,239900,113.00,-147,153
6121671,"The Georgian",4,2270,2005,5957952,"114 Templeton Lane",5,2125,2004,251600,118.40,-145,25
6121671,"The Georgian",4,2270,2005,6038354,"59 Baywood Lane",3,2160,2005,250000,115.74,-110,8
6121671,"The Georgian",4,2270,2005,6110582,"84 Windsor Cove",3,2181,2005,250000,114.63,-89,49
6121671,"The Georgian",4,2270,2005,6088741,"12 RICHMOND Way",4,2278,2006,270000,118.53,8,28
6121671,"The Georgian",4,2270,2005,5981405,"57 Nunnally Place",4,2331,2005,245900,105.49,61,25
6121671,"The Georgian",4,2270,2005,6007158,"592 Hanover Drive",3,2386,2006,249900,104.74,116,50
6121671,"The Georgian",4,2270,2005,6063745,"141 Yorkshire Lane",5,2436,2005,238899,98.07,166,33
6121671,"The Georgian",4,2270,2005,5924431,"612 Hanover Drive",3,2480,2006,253000,102.02,210,159
6121671,"The Georgian",4,2270,2005,6004315,"166 Baywood Lane",3,2602,2008,252500,97.04,332,5
6121671,"The Georgian",4,2270,2005,6082886,"28 Snowdon Way",4,2625,2005,260000,99.05,355,114
6121671,"The Georgian",4,2270,2005,5969156,"105 Hanover Drive",5,2717,2005,249000,91.65,447,38
6121671,"The Georgian",4,2270,2005,6028959,"60 Wentworth Lane Lane",6,2761,2006,222500,80.59,491,26
6121671,"The Georgian",4,2270,2005,6038737,"126 Baywood Lane",4,3365,2005,289900,86.15,1095,17
6121701,Lindenwood,4,2228,2016,6125727,"2155 Villa Spring Court",4,2228,2016,235000,105.48,0,8
6121701,Lindenwood,4,2228,2016,6112087,"2359 Centenary Way Court",4,2228,2016,221000,99.19,0,39
6121701,Lindenwood,4,2228,2016,6049700,"2145 Villa Spring Court",4,2486,2016,222000,89.30,258,3
6121701,Lindenwood,4,2228,2016,6113485,"2419 CENTENARY Way Court",4,2486,2016,231000,92.92,258,14
6121701,Lindenwood,4,2228,2016,6115199,"2301 Centenary Main Street",4,2486,2016,242000,97.35,258,8
6124886,"Elizabeth Gardens",4,2500,2008,6504447,"2570 Chimney Hill Place",4,2430,2008,229900,94.61,-70,3
6124886,"Elizabeth Gardens",4,2500,2008,6089519,"2560 Chimney Hill Place",4,2658,2008,229900,86.49,158,2
6126539,"Hunter Hills",3,1638,2006,6506483,"190 Chappell Road NW",3,1628,2004,239000,146.81,-10,4
6126539,"Hunter Hills",3,1638,2006,6009390,"1370 Sharon Street NW",3,1835,2004,197000,107.36,197,37
6126539,"Hunter Hills",3,1638,2006,6078342,"1355 Collier Street NW",4,2250,2004,135200,60.09,612,3
6127315,"Chaparral Ridge Anneewakee",4,2290,2005,6046638,"4290 N Braves Circle",4,2282,2006,188000,82.38,-8,15
6127315,"Chaparral Ridge Anneewakee",4,2290,2005,6026200,"2725 Running Water Court",5,2356,2004,199900,84.85,66,28
6127315,"Chaparral Ridge Anneewakee",4,2290,2005,5956365,"4260 N Braves Circle",5,3053,2006,202000,66.16,763,10
6127425,"The Spring at Rockhouse",4,1885,2017,5973466,"1373 Comet Ives Lane",4,2253,2016,236900,105.15,368,7
6127677,"Prominence Point",4,2040,2005,6509532,"558 Poplar Bend",3,1888,2005,199900,105.88,-152,2
6127677,"Prominence Point",4,2040,2005,5955347,"944 Gardenia Curve",3,1888,2005,198000,104.87,-152,12
6127677,"Prominence Point",4,2040,2005,6121049,"728 Mountain Laurel Drive",3,1905,2006,214900,112.81,-135,7
6127677,"Prominence Point",4,2040,2005,6075970,"315 Azalea Loop",4,1986,2005,205000,103.22,-54,12
6127677,"Prominence Point",4,2040,2005,6056334,"311 Azalea Loop",3,1986,2004,200000,100.70,-54,25
6127677,"Prominence Point",4,2040,2005,6061100,"112 Plumeria Street",4,2040,2005,217900,106.81,0,10
6127677,"Prominence Point",4,2040,2005,5999356,"801 Inkberry Road",4,2076,2006,205500,98.99,36,65
6127677,"Prominence Point",4,2040,2005,6030866,"309 Azalea Loop",4,2136,2004,215000,100.66,96,11
6127925,Stonebrook,5,2669,2007,5961276,"3140 Franklin Street",5,2538,2014,199900,78.76,-131,38
6127925,Stonebrook,5,2669,2007,5894098,"4115 Brightmore Drive",5,2606,2007,160000,61.40,-63,167
6128364,Southwind,4,2568,2014,6053943,"6552 MUIRFIELD Point",4,2468,2015,250000,101.30,-100,47
6128364,Southwind,4,2568,2014,5972920,"6705 Oak Hill Place",4,2498,2015,235000,94.08,-70,38
6128364,Southwind,4,2568,2014,5993582,"6617 Oak Hill Pass",4,2544,2014,235500,92.57,-24,20
6128364,Southwind,4,2568,2014,5992180,"6716 Oak Hill Place",4,2582,2014,218000,84.43,14,9
6128364,Southwind,4,2568,2014,6106707,"5181 Rosewood Place",4,2906,2007,229000,78.80,338,17
6128364,Southwind,4,2568,2014,6017658,"6250 Baltusrol Trace",4,3078,2008,210000,68.23,510,2
6128364,Southwind,4,2568,2014,6504842,"6736 Oak Hill Place",5,3244,2014,259900,80.12,676,6
6128364,Southwind,4,2568,2014,6092204,"6541 Muirfield Point",4,3520,2014,248500,70.60,952,45
6128364,Southwind,4,2568,2014,5994653,"315 Cog Hill Drive",5,4200,2006,277000,65.95,1632,45
6128364,Southwind,4,2568,2014,6079181,"5593 Dendy Trace",5,4320,2007,289000,66.90,1752,134
6128587,"The Springs At Rockhouse",3,2018,2016,6113927,"1339 Star Water Drive",3,1844,2014,215000,116.59,-174,2
6128587,"The Springs At Rockhouse",3,2018,2016,6033650,"84 Brushed Ives Court",3,1848,2015,182000,98.48,-170,9
6128587,"The Springs At Rockhouse",3,2018,2016,6128106,"85 BRUSHED IVES Court",3,1884,2015,238500,126.59,-134,17
6128587,"The Springs At Rockhouse",3,2018,2016,6000396,"573 Hardy Ives Lane",4,1932,2008,216000,111.80,-86,3
6128587,"The Springs At Rockhouse",3,2018,2016,6017322,"1480 Aster Ives Drive",4,2050,2016,222000,108.29,32,3
6128587,"The Springs At Rockhouse",3,2018,2016,6027291,"438 Hardy Water Drive",3,2058,2015,216000,104.96,40,2
6128587,"The Springs At Rockhouse",3,2018,2016,6007246,"1355 Aster Ives Drive",4,2058,2015,225000,109.33,40,124
6128587,"The Springs At Rockhouse",3,2018,2016,6000224,"442 Hardy Ives Lane",4,2058,2015,222250,107.99,40,9
6128587,"The Springs At Rockhouse",3,2018,2016,5950468,"1385 Aster Ives Drive",4,2194,2015,212000,96.63,176,32
6128587,"The Springs At Rockhouse",3,2018,2016,6126287,"593 Hardy Ives Lane",4,2196,2008,235000,107.01,178,11
6128587,"The Springs At Rockhouse",3,2018,2016,5973466,"1373 Comet Ives Lane",4,2253,2016,236900,105.15,235,7
6128587,"The Springs At Rockhouse",3,2018,2016,5961995,"449 Hardy Water Drive",4,2265,2016,227000,100.22,247,35
6128587,"The Springs At Rockhouse",3,2018,2016,5996315,"1346 Star Water Drive",4,2430,2014,229500,94.44,412,2
6129233,"Seven Hills",3,1644,2005,6070749,"383 Hawthorne Ridge Circle",3,1586,2014,263750,166.30,-58,2
6129233,"Seven Hills",3,1644,2005,6096085,"189 Cedarview Drive",3,1634,2015,250000,153.00,-10,63
6129233,"Seven Hills",3,1644,2005,6032225,"96 Treadstone Lane",3,1640,2006,212000,129.27,-4,39
6129233,"Seven Hills",3,1644,2005,5996740,"498 Hawthorne Ridge Circle",4,1739,2013,269900,155.20,95,3
6129233,"Seven Hills",3,1644,2005,6105396,"451 Hawthorne Ridge Circle",3,1750,2014,279000,159.43,106,82
6129233,"Seven Hills",3,1644,2005,6122931,"80 SHOAL CREEK Way",3,1835,2006,275000,149.86,191,14
6129233,"Seven Hills",3,1644,2005,6066146,"614 Bentleaf Drive",4,1906,2006,256000,134.31,262,16
6129233,"Seven Hills",3,1644,2005,6049882,"93 Treadstone Lane",3,1980,2005,242300,122.37,336,54
6129233,"Seven Hills",3,1644,2005,6105138,"93 Treadstone Lane",3,1980,2005,237940,120.17,336,77
6129233,"Seven Hills",3,1644,2005,5969562,"63 Nettlebrook Cove",3,2001,2007,275000,137.43,357,1
6129233,"Seven Hills",3,1644,2005,6121373,"32 White Oak Trail",4,2012,2015,238000,118.29,368,4
6129233,"Seven Hills",3,1644,2005,5980137,"117 Shoal Creek Way",3,2069,2006,265000,128.08,425,7
6129233,"Seven Hills",3,1644,2005,5962034,"165 Shoal Creek Way",3,2071,2006,278000,134.23,427,7
6129233,"Seven Hills",3,1644,2005,6013315,"178 Treadstone Lane",3,2146,2007,245000,114.17,502,18
6129233,"Seven Hills",3,1644,2005,5976934,"19 Treadstone Lane",3,2154,2005,250000,116.06,510,15
6129233,"Seven Hills",3,1644,2005,5985485,"72 Haven Crest Court",3,2182,2005,259444,118.90,538,9
6129233,"Seven Hills",3,1644,2005,6502176,"36 White Oak Trail",4,2192,2014,289900,132.25,548,7
6129233,"Seven Hills",3,1644,2005,5951323,"105 Sugar Maple Lane",4,2222,2004,262000,117.91,578,44
6129233,"Seven Hills",3,1644,2005,6091172,"57 White Oak Drive",4,2222,2015,289500,130.29,578,83
6129233,"Seven Hills",3,1644,2005,5952439,"173 Oakley Way",4,2222,2014,255000,114.76,578,24
6129233,"Seven Hills",3,1644,2005,6003627,"156 Oakley Way",4,2222,2014,245000,110.26,578,19
6129233,"Seven Hills",3,1644,2005,6080055,"330 Blackberry Run Trail",4,2236,2007,257500,115.16,592,147
6129233,"Seven Hills",3,1644,2005,6085426,"79 Red Cedar Way",4,2298,2004,279000,121.41,654,136
6129233,"Seven Hills",3,1644,2005,6004684,"188 Retreat Crossing",4,2304,2006,254900,110.63,660,4
6129233,"Seven Hills",3,1644,2005,6016985,"332 Fieldstone Lane",5,2336,2014,285000,122.00,692,13
6129233,"Seven Hills",3,1644,2005,6017770,"92 Sugar Maple Lane E",4,2337,2005,235000,100.56,693,82
6129233,"Seven Hills",3,1644,2005,6046185,"592 Bentleaf Drive",4,2340,2006,255000,108.97,696,44
6129233,"Seven Hills",3,1644,2005,5979255,"71 Blackberry Run Trail",4,2343,2006,279000,119.08,699,6
6129233,"Seven Hills",3,1644,2005,6041321,"27 Treadstone Lane",3,2344,2005,240000,102.39,700,22
6129233,"Seven Hills",3,1644,2005,6090696,"290 Treadstone Lane",4,2360,2008,279900,118.60,716,11
